intensities	type	dataset	set
8414	typeI_red	KI_val	Biobanked samples
8204	typeI_red	KI_val	Biobanked samples
8887	typeI_red	KI_val	Biobanked samples
8799	typeI_red	KI_val	Biobanked samples
9446	typeI_red	KI_val	Biobanked samples
13428	typeI_red	KI_val	Biobanked samples
13773	typeI_red	KI_val	Biobanked samples
14396	typeI_red	KI_val	Biobanked samples
11966	typeI_red	KI_val	Biobanked samples
8189	typeI_red	KI_val	Biobanked samples
9026	typeI_red	KI_val	Biobanked samples
11423	typeI_red	KI_val	Biobanked samples
11203	typeI_red	KI_val	Biobanked samples
11168	typeI_red	KI_val	Biobanked samples
6472	typeI_red	KI_val	Biobanked samples
12617	typeI_red	KI_val	Biobanked samples
10464	typeI_red	KI_val	Biobanked samples
11179	typeI_red	KI_val	Biobanked samples
11379	typeI_red	KI_val	Biobanked samples
12214	typeI_red	KI_val	Biobanked samples
11757	typeI_red	KI_val	Biobanked samples
7088	typeI_red	KI_val	Biobanked samples
11923	typeI_red	KI_val	Biobanked samples
11817	typeI_red	KI_val	Biobanked samples
13971	typeI_red	KI_val	Biobanked samples
7172	typeI_red	KI_val	Biobanked samples
8498	typeI_red	KI_val	Biobanked samples
9233	typeI_red	KI_val	Biobanked samples
9400	typeI_red	KI_val	Biobanked samples
9185	typeI_red	KI_val	Biobanked samples
10070	typeI_red	KI_val	Biobanked samples
9651	typeI_red	KI_val	Biobanked samples
11125	typeI_red	KI_val	Biobanked samples
6710	typeI_red	KI_val	Biobanked samples
8309	typeI_red	KI_val	Biobanked samples
10420	typeI_red	KI_val	Biobanked samples
10472	typeI_red	KI_val	Biobanked samples
7381	typeI_red	KI_val	Biobanked samples
11822	typeI_red	KI_val	Biobanked samples
12467	typeI_red	KI_val	Biobanked samples
13813	typeI_red	KI_val	Biobanked samples
8332	typeI_red	KI_val	Biobanked samples
10970	typeI_red	KI_val	Biobanked samples
11999	typeI_red	KI_val	Biobanked samples
12287	typeI_red	KI_val	Biobanked samples
11815	typeI_red	KI_val	Biobanked samples
12717	typeI_red	KI_val	Biobanked samples
13179	typeI_red	KI_val	Biobanked samples
12813	typeI_red	KI_val	Biobanked samples
12901	typeI_red	KI_val	Biobanked samples
9011	typeI_red	KI_val	Biobanked samples
9838	typeI_red	KI_val	Biobanked samples
10718	typeI_red	KI_val	Biobanked samples
7725	typeI_red	KI_val	Biobanked samples
11297	typeI_red	KI_val	Biobanked samples
13999	typeI_red	KI_val	Biobanked samples
14777	typeI_red	KI_val	Biobanked samples
14601	typeI_red	KI_val	Biobanked samples
13506	typeI_red	KI_val	Biobanked samples
11790	typeI_red	KI_val	Biobanked samples
8747	typeI_red	KI_val	Biobanked samples
9259	typeI_red	KI_val	Biobanked samples
11077	typeI_red	KI_val	Biobanked samples
11388	typeI_red	KI_val	Biobanked samples
11469	typeI_red	KI_val	Biobanked samples
9160	typeI_red	KI_val	Biobanked samples
8610	typeI_red	KI_val	Biobanked samples
11047	typeI_red	KI_val	Biobanked samples
11294	typeI_red	KI_val	Biobanked samples
12160	typeI_red	KI_val	Biobanked samples
5554	typeI_red	KI_val	Biobanked samples
7135	typeI_red	KI_val	Biobanked samples
7542	typeI_red	KI_val	Biobanked samples
7501	typeI_red	KI_val	Biobanked samples
7053	typeI_red	KI_val	Biobanked samples
4457	typeI_red	KI_val	Biobanked samples
4693	typeI_red	KI_val	Biobanked samples
6394	typeI_red	KI_val	Biobanked samples
10249	typeI_red	KI_val	Biobanked samples
5035	typeI_red	KI_val	Biobanked samples
6385	typeI_red	KI_val	Biobanked samples
6012	typeI_red	KI_val	Biobanked samples
7670	typeI_red	KI_val	Biobanked samples
9570	typeI_red	KI_val	Biobanked samples
11496	typeI_red	KI_val	Biobanked samples
7820	typeI_red	KI_val	Biobanked samples
10861	typeI_red	KI_val	Biobanked samples
10535	typeI_red	KI_val	Biobanked samples
1160	typeI_red	KI_val	Biobanked samples
12742	typeI_red	KI_val	Biobanked samples
8534	typeI_red	KI_val	Biobanked samples
10150	typeI_red	KI_val	Biobanked samples
9166	typeI_red	KI_val	Biobanked samples
9611	typeI_red	KI_val	Biobanked samples
7840	typeI_red	KI_val	Biobanked samples
11758	typeI_red	KI_val	Biobanked samples
11926	typeI_red	KI_val	Biobanked samples
12104	typeI_red	KI_val	Biobanked samples
11216	typeI_red	KI_val	Biobanked samples
13326	typeI_red	KI_val	Biobanked samples
11586	typeI_red	KI_val	Biobanked samples
13109	typeI_red	KI_val	Biobanked samples
12396	typeI_red	KI_val	Biobanked samples
13560	typeI_red	KI_val	Biobanked samples
12797	typeI_red	KI_val	Biobanked samples
7772	typeI_red	KI_val	Biobanked samples
8441	typeI_red	KI_val	Biobanked samples
8628	typeI_red	KI_val	Biobanked samples
8510	typeI_red	KI_val	Biobanked samples
9931	typeI_red	KI_val	Biobanked samples
7223	typeI_red	KI_val	Biobanked samples
6928	typeI_red	KI_val	Biobanked samples
7833	typeI_red	KI_val	Biobanked samples
9640	typeI_red	KI_val	Biobanked samples
9790	typeI_red	KI_val	Biobanked samples
12766	typeI_red	KI_val	Biobanked samples
13906	typeI_red	KI_val	Biobanked samples
14756	typeI_red	KI_val	Biobanked samples
16180	typeI_red	KI_val	Biobanked samples
16514	typeI_red	KI_val	Biobanked samples
12608	typeI_red	KI_val	Biobanked samples
14095	typeI_red	KI_val	Biobanked samples
15165	typeI_red	KI_val	Biobanked samples
15846	typeI_red	KI_val	Biobanked samples
17190	typeI_red	KI_val	Biobanked samples
9332	typeI_red	KI_val	Biobanked samples
10412	typeI_red	KI_val	Biobanked samples
11327	typeI_red	KI_val	Biobanked samples
11132	typeI_red	KI_val	Biobanked samples
9924	typeI_red	KI_val	Biobanked samples
8218	typeI_red	KI_val	Biobanked samples
9794	typeI_red	KI_val	Biobanked samples
9175	typeI_red	KI_val	Biobanked samples
10150	typeI_red	KI_val	Biobanked samples
9708	typeI_red	KI_val	Biobanked samples
460	typeI_red	KI_val	Biobanked samples
1220	typeI_red	KI_val	Biobanked samples
1028	typeI_red	KI_val	Biobanked samples
908	typeI_red	KI_val	Biobanked samples
806	typeI_red	KI_val	Biobanked samples
8480	typeI_red	KI_val	Biobanked samples
8679	typeI_red	KI_val	Biobanked samples
8716	typeI_red	KI_val	Biobanked samples
9308	typeI_red	KI_val	Biobanked samples
8838	typeI_red	KI_val	Biobanked samples
8692	typeI_red	KI_val	Biobanked samples
8409	typeI_red	KI_val	Biobanked samples
8618	typeI_red	KI_val	Biobanked samples
10508	typeI_red	KI_val	Biobanked samples
9885	typeI_red	KI_val	Biobanked samples
7771	typeI_red	KI_val	Biobanked samples
9066	typeI_red	KI_val	Biobanked samples
9843	typeI_red	KI_val	Biobanked samples
8435	typeI_red	KI_val	Biobanked samples
8969	typeI_red	KI_val	Biobanked samples
6859	typeI_red	KI_val	Biobanked samples
8175	typeI_red	KI_val	Biobanked samples
3675	typeI_red	KI_val	Biobanked samples
8376	typeI_red	KI_val	Biobanked samples
7500	typeI_red	KI_val	Biobanked samples
10692	typeI_red	KI_val	Biobanked samples
12571	typeI_red	KI_val	Biobanked samples
12659	typeI_red	KI_val	Biobanked samples
13392	typeI_red	KI_val	Biobanked samples
13455	typeI_red	KI_val	Biobanked samples
4669	typeI_red	KI_val	Biobanked samples
3760	typeI_red	KI_val	Biobanked samples
5408	typeI_red	KI_val	Biobanked samples
5236	typeI_red	KI_val	Biobanked samples
6551	typeI_red	KI_val	Biobanked samples
8750	typeI_red	KI_val	Biobanked samples
9335	typeI_red	KI_val	Biobanked samples
9382	typeI_red	KI_val	Biobanked samples
9296	typeI_red	KI_val	Biobanked samples
8163	typeI_red	KI_val	Biobanked samples
15214	typeI_red	KI_val	Biobanked samples
16751	typeI_red	KI_val	Biobanked samples
16067	typeI_red	KI_val	Biobanked samples
15748	typeI_red	KI_val	Biobanked samples
14210	typeI_red	KI_val	Biobanked samples
10669	typeI_red	KI_val	Biobanked samples
12209	typeI_red	KI_val	Biobanked samples
12270	typeI_red	KI_val	Biobanked samples
12481	typeI_red	KI_val	Biobanked samples
11678	typeI_red	KI_val	Biobanked samples
7617	typeI_red	KI_val	Biobanked samples
8069	typeI_red	KI_val	Biobanked samples
11293	typeI_red	KI_val	Biobanked samples
9735	typeI_red	KI_val	Biobanked samples
11221	typeI_red	KI_val	Biobanked samples
9863	typeI_red	KI_val	Biobanked samples
9213	typeI_red	KI_val	Biobanked samples
9573	typeI_red	KI_val	Biobanked samples
8739	typeI_red	KI_val	Biobanked samples
9831	typeI_red	KI_val	Biobanked samples
15121	typeI_red	KI_val	Biobanked samples
15933	typeI_red	KI_val	Biobanked samples
14099	typeI_red	KI_val	Biobanked samples
16575	typeI_red	KI_val	Biobanked samples
14236	typeI_red	KI_val	Biobanked samples
12182	typeI_red	KI_val	Biobanked samples
12335	typeI_red	KI_val	Biobanked samples
12660	typeI_red	KI_val	Biobanked samples
13767	typeI_red	KI_val	Biobanked samples
11400	typeI_red	KI_val	Biobanked samples
9165	typeI_red	KI_val	Biobanked samples
9863	typeI_red	KI_val	Biobanked samples
10416	typeI_red	KI_val	Biobanked samples
10020	typeI_red	KI_val	Biobanked samples
9938	typeI_red	KI_val	Biobanked samples
11037	typeI_red	KI_val	Biobanked samples
11660	typeI_red	KI_val	Biobanked samples
11677	typeI_red	KI_val	Biobanked samples
7785	typeI_red	KI_val	Biobanked samples
7276	typeI_red	KI_val	Biobanked samples
14973	typeI_red	KI_val	Biobanked samples
13750	typeI_red	KI_val	Biobanked samples
13513	typeI_red	KI_val	Biobanked samples
13266	typeI_red	KI_val	Biobanked samples
9659	typeI_red	KI_val	Biobanked samples
11537	typeI_red	KI_val	Biobanked samples
11464	typeI_red	KI_val	Biobanked samples
12500	typeI_red	KI_val	Biobanked samples
1159	typeI_red	KI_val	Biobanked samples
11249	typeI_red	KI_val	Biobanked samples
11233	typeI_red	KI_val	Biobanked samples
13828	typeI_red	KI_val	Biobanked samples
13680	typeI_red	KI_val	Biobanked samples
13211	typeI_red	KI_val	Biobanked samples
11784	typeI_red	KI_val	Biobanked samples
9048	typeI_red	KI_val	Biobanked samples
10737	typeI_red	KI_val	Biobanked samples
9251	typeI_red	KI_val	Biobanked samples
8991	typeI_red	KI_val	Biobanked samples
9768	typeI_red	KI_val	Biobanked samples
6858	typeI_red	KI_val	Biobanked samples
8582	typeI_red	KI_val	Biobanked samples
9505	typeI_red	KI_val	Biobanked samples
7766	typeI_red	KI_val	Biobanked samples
10289	typeI_red	KI_val	Biobanked samples
7232	typeI_red	KI_val	Biobanked samples
9767	typeI_red	KI_val	Biobanked samples
9984	typeI_red	KI_val	Biobanked samples
10360	typeI_red	KI_val	Biobanked samples
8236	typeI_red	KI_val	Biobanked samples
1978	typeI_red	KI_val	Biobanked samples
6532	typeI_red	KI_val	Biobanked samples
8609	typeI_red	KI_val	Biobanked samples
8908	typeI_red	KI_val	Biobanked samples
8931	typeI_red	KI_val	Biobanked samples
6307	typeI_red	KI_val	Biobanked samples
6318	typeI_red	KI_val	Biobanked samples
4307	typeI_red	KI_val	Biobanked samples
2418	typeI_red	KI_val	Biobanked samples
2281	typeI_red	KI_val	Biobanked samples
2712	typeI_red	KI_val	Biobanked samples
6144	typeI_red	KI_val	Biobanked samples
2783	typeI_red	KI_val	Biobanked samples
3539	typeI_red	KI_val	Biobanked samples
4095	typeI_red	KI_val	Biobanked samples
5991	typeI_red	KI_val	Biobanked samples
6476	typeI_red	KI_val	Biobanked samples
7395	typeI_red	KI_val	Biobanked samples
9699	typeI_red	KI_val	Biobanked samples
8177	typeI_red	KI_val	Biobanked samples
7288	typeI_red	KI_val	Biobanked samples
5086	typeI_red	KI_val	Biobanked samples
10190	typeI_red	KI_val	Biobanked samples
1422	typeI_red	KI_val	Biobanked samples
8582	typeI_red	KI_val	Biobanked samples
5404	typeI_red	KI_val	Biobanked samples
5193	typeI_red	KI_val	Biobanked samples
6723	typeI_red	KI_val	Biobanked samples
6123	typeI_red	KI_val	Biobanked samples
6042	typeI_red	KI_val	Biobanked samples
7207	typeI_red	KI_val	Biobanked samples
10864	typeI_red	KI_val	Biobanked samples
11681	typeI_red	KI_val	Biobanked samples
13175	typeI_red	KI_val	Biobanked samples
10699	typeI_red	KI_val	Biobanked samples
7625	typeI_red	KI_val	Biobanked samples
8789	typeI_red	KI_val	Biobanked samples
8809	typeI_red	KI_val	Biobanked samples
9191	typeI_red	KI_val	Biobanked samples
10033	typeI_red	KI_val	Biobanked samples
7041	typeI_red	KI_val	Biobanked samples
8997	typeI_red	KI_val	Biobanked samples
9551	typeI_red	KI_val	Biobanked samples
8619	typeI_red	KI_val	Biobanked samples
8612	typeI_red	KI_val	Biobanked samples
7625	typeI_red	KI_val	Biobanked samples
7356	typeI_red	KI_val	Biobanked samples
8242	typeI_red	KI_val	Biobanked samples
6853	typeI_red	KI_val	Biobanked samples
6088	typeI_red	KI_val	Biobanked samples
6385	typeI_red	KI_val	Biobanked samples
5925	typeI_red	KI_val	Biobanked samples
5573	typeI_red	KI_val	Biobanked samples
6030	typeI_red	KI_val	Biobanked samples
6166	typeI_red	KI_val	Biobanked samples
7949	typeI_red	KI_val	Biobanked samples
8891	typeI_red	KI_val	Biobanked samples
9701	typeI_red	KI_val	Biobanked samples
8340	typeI_red	KI_val	Biobanked samples
8562	typeI_red	KI_val	Biobanked samples
13934	typeI_red	3C_dis	Discovery samples
14638	typeI_red	3C_dis	Discovery samples
15988	typeI_red	3C_dis	Discovery samples
17013	typeI_red	3C_dis	Discovery samples
17284	typeI_red	3C_dis	Discovery samples
16558	typeI_red	3C_dis	Discovery samples
16665	typeI_red	3C_dis	Discovery samples
17584	typeI_red	3C_dis	Discovery samples
12861	typeI_red	3C_dis	Discovery samples
16896	typeI_red	3C_dis	Discovery samples
17816	typeI_red	3C_dis	Discovery samples
19031	typeI_red	3C_dis	Discovery samples
15296	typeI_red	3C_dis	Discovery samples
16426	typeI_red	3C_dis	Discovery samples
17538	typeI_red	3C_dis	Discovery samples
15292	typeI_red	3C_dis	Discovery samples
16994	typeI_red	3C_dis	Discovery samples
18261	typeI_red	3C_dis	Discovery samples
19010	typeI_red	3C_dis	Discovery samples
20106	typeI_red	3C_dis	Discovery samples
15208	typeI_red	3C_dis	Discovery samples
17701	typeI_red	3C_dis	Discovery samples
18206	typeI_red	3C_dis	Discovery samples
18535	typeI_red	3C_dis	Discovery samples
14195	typeI_red	3C_dis	Discovery samples
16403	typeI_red	3C_dis	Discovery samples
17705	typeI_red	3C_dis	Discovery samples
15304	typeI_red	3C_dis	Discovery samples
16226	typeI_red	3C_dis	Discovery samples
16939	typeI_red	3C_dis	Discovery samples
16576	typeI_red	3C_dis	Discovery samples
15662	typeI_red	3C_dis	Discovery samples
12236	typeI_red	3C_dis	Discovery samples
15344	typeI_red	3C_dis	Discovery samples
15524	typeI_red	3C_dis	Discovery samples
16377	typeI_red	3C_dis	Discovery samples
15164	typeI_red	3C_dis	Discovery samples
9373	typeI_red	3C_dis	Discovery samples
18260	typeI_red	3C_dis	Discovery samples
17320	typeI_red	3C_dis	Discovery samples
18338	typeI_red	3C_dis	Discovery samples
19315	typeI_red	3C_dis	Discovery samples
20978	typeI_red	3C_dis	Discovery samples
18444	typeI_red	3C_dis	Discovery samples
18058	typeI_red	3C_dis	Discovery samples
19660	typeI_red	3C_dis	Discovery samples
20579	typeI_red	3C_dis	Discovery samples
21634	typeI_red	3C_dis	Discovery samples
12033	typeI_red	3C_dis	Discovery samples
15393	typeI_red	3C_dis	Discovery samples
15094	typeI_red	3C_dis	Discovery samples
18961	typeI_red	3C_dis	Discovery samples
16275	typeI_red	3C_dis	Discovery samples
11578	typeI_red	3C_dis	Discovery samples
16798	typeI_red	3C_dis	Discovery samples
16407	typeI_red	3C_dis	Discovery samples
14879	typeI_red	3C_dis	Discovery samples
16794	typeI_red	3C_dis	Discovery samples
17559	typeI_red	3C_dis	Discovery samples
16930	typeI_red	3C_dis	Discovery samples
10976	typeI_red	3C_dis	Discovery samples
12673	typeI_red	3C_dis	Discovery samples
14809	typeI_red	3C_dis	Discovery samples
14434	typeI_red	3C_dis	Discovery samples
9094	typeI_red	3C_dis	Discovery samples
10910	typeI_red	3C_dis	Discovery samples
11998	typeI_red	3C_dis	Discovery samples
13999	typeI_red	3C_dis	Discovery samples
15221	typeI_red	3C_dis	Discovery samples
16462	typeI_red	3C_dis	Discovery samples
16389	typeI_red	3C_dis	Discovery samples
18004	typeI_red	3C_dis	Discovery samples
18282	typeI_red	3C_dis	Discovery samples
17145	typeI_red	3C_dis	Discovery samples
19698	typeI_red	3C_dis	Discovery samples
18520	typeI_red	3C_dis	Discovery samples
12238	typeI_red	3C_dis	Discovery samples
14961	typeI_red	3C_dis	Discovery samples
16409	typeI_red	3C_dis	Discovery samples
17873	typeI_red	3C_dis	Discovery samples
13491	typeI_red	3C_dis	Discovery samples
13207	typeI_red	3C_dis	Discovery samples
15508	typeI_red	3C_dis	Discovery samples
19862	typeI_red	3C_dis	Discovery samples
14674	typeI_red	3C_dis	Discovery samples
17954	typeI_red	3C_dis	Discovery samples
3067	typeI_red	3C_dis	Discovery samples
20149	typeI_red	3C_dis	Discovery samples
16478	typeI_red	3C_dis	Discovery samples
17692	typeI_red	3C_dis	Discovery samples
18497	typeI_red	3C_dis	Discovery samples
18107	typeI_red	3C_dis	Discovery samples
15927	typeI_red	3C_dis	Discovery samples
16196	typeI_red	3C_dis	Discovery samples
15956	typeI_red	3C_dis	Discovery samples
17811	typeI_red	3C_dis	Discovery samples
13217	typeI_red	3C_dis	Discovery samples
10071	typeI_red	3C_dis	Discovery samples
12127	typeI_red	3C_dis	Discovery samples
12678	typeI_red	3C_dis	Discovery samples
15019	typeI_red	3C_dis	Discovery samples
13087	typeI_red	3C_dis	Discovery samples
13768	typeI_red	3C_dis	Discovery samples
13479	typeI_red	3C_dis	Discovery samples
14387	typeI_red	3C_dis	Discovery samples
13195	typeI_red	3C_dis	Discovery samples
13796	typeI_red	3C_dis	Discovery samples
16127	typeI_red	3C_dis	Discovery samples
13213	typeI_red	3C_dis	Discovery samples
12467	typeI_red	3C_dis	Discovery samples
13571	typeI_red	3C_dis	Discovery samples
14808	typeI_red	3C_dis	Discovery samples
12595.5	typeI_red	3C_dis	Discovery samples
11354	typeI_red	3C_dis	Discovery samples
12520.5	typeI_red	3C_dis	Discovery samples
12432	typeI_red	3C_dis	Discovery samples
13750	typeI_red	3C_dis	Discovery samples
11630	typeI_red	3C_dis	Discovery samples
13495.5	typeI_red	3C_dis	Discovery samples
13108	typeI_red	3C_dis	Discovery samples
13423	typeI_red	3C_dis	Discovery samples
12681	typeI_red	3C_dis	Discovery samples
12609	typeI_red	3C_dis	Discovery samples
12572	typeI_red	3C_dis	Discovery samples
12659	typeI_red	3C_dis	Discovery samples
9726	typeI_red	3C_dis	Discovery samples
9771	typeI_red	3C_dis	Discovery samples
13059	typeI_red	3C_dis	Discovery samples
12184	typeI_red	3C_dis	Discovery samples
11406	typeI_red	3C_dis	Discovery samples
12625	typeI_red	3C_dis	Discovery samples
12866	typeI_red	3C_dis	Discovery samples
13744	typeI_red	3C_dis	Discovery samples
11277	typeI_red	3C_dis	Discovery samples
12009	typeI_red	3C_dis	Discovery samples
12213	typeI_red	3C_dis	Discovery samples
12891	typeI_red	3C_dis	Discovery samples
14776.5	typeI_red	3C_dis	Discovery samples
14815	typeI_red	3C_dis	Discovery samples
14335	typeI_red	3C_dis	Discovery samples
14346.5	typeI_red	3C_dis	Discovery samples
9263	typeI_red	3C_dis	Discovery samples
9994	typeI_red	3C_dis	Discovery samples
10759	typeI_red	3C_dis	Discovery samples
6763	typeI_red	3C_dis	Discovery samples
13842	typeI_red	3C_dis	Discovery samples
13477	typeI_red	3C_dis	Discovery samples
15609	typeI_red	3C_dis	Discovery samples
13958	typeI_red	3C_dis	Discovery samples
12668	typeI_red	3C_dis	Discovery samples
13832	typeI_red	3C_dis	Discovery samples
14924.5	typeI_red	3C_dis	Discovery samples
15040	typeI_red	3C_dis	Discovery samples
13346	typeI_red	3C_dis	Discovery samples
13112	typeI_red	3C_dis	Discovery samples
13716	typeI_red	3C_dis	Discovery samples
12714	typeI_red	3C_dis	Discovery samples
11814	typeI_red	3C_dis	Discovery samples
10920	typeI_red	3C_dis	Discovery samples
12402.5	typeI_red	3C_dis	Discovery samples
13668	typeI_red	3C_dis	Discovery samples
10987	typeI_red	3C_dis	Discovery samples
13090	typeI_red	3C_dis	Discovery samples
14116	typeI_red	3C_dis	Discovery samples
14850	typeI_red	3C_dis	Discovery samples
16434	typeI_red	3C_dis	Discovery samples
16407.5	typeI_red	3C_dis	Discovery samples
16449	typeI_red	3C_dis	Discovery samples
16237.5	typeI_red	3C_dis	Discovery samples
10956	typeI_red	3C_dis	Discovery samples
12424	typeI_red	3C_dis	Discovery samples
13284	typeI_red	3C_dis	Discovery samples
14179.5	typeI_red	3C_dis	Discovery samples
11476	typeI_red	3C_dis	Discovery samples
12672	typeI_red	3C_dis	Discovery samples
13643	typeI_red	3C_dis	Discovery samples
14269.5	typeI_red	3C_dis	Discovery samples
9163.5	typeI_red	3C_dis	Discovery samples
10488.5	typeI_red	3C_dis	Discovery samples
14195	typeI_red	3C_dis	Discovery samples
14832	typeI_red	3C_dis	Discovery samples
11845.5	typeI_red	3C_dis	Discovery samples
13988	typeI_red	3C_dis	Discovery samples
13288	typeI_red	3C_dis	Discovery samples
14771	typeI_red	3C_dis	Discovery samples
15270	typeI_red	3C_dis	Discovery samples
16113	typeI_red	3C_dis	Discovery samples
